States,Years,Quarter,Brands,Transaction_count,Percentage
Kerala,2022,1,Realme,705424,0.0786224
Kerala,2022,1,Apple,550489,0.0613543
Kerala,2022,1,Huawei,408553,0.0455349
Kerala,2022,1,OnePlus,199414,0.0222255
Kerala,2022,1,Motorola,137230,0.0152949
Kerala,2022,1,Lenovo,124999,0.0139317
Kerala,2022,1,Others,558931,0.0622952
Ladakh,2018,1,Xiaomi,2316,0.263661
Ladakh,2018,1,Samsung,1720,0.195811
Ladakh,2018,1,Vivo,1570,0.178734
Ladakh,2018,1,Oppo,1138,0.129554
Ladakh,2018,1,Realme,429,0.0488388
Ladakh,2018,1,Apple,259,0.0294854
Ladakh,2018,1,OnePlus,233,0.0265255
Ladakh,2018,1,Motorola,161,0.0183288
Ladakh,2018,1,Lenovo,159,0.0181011
Ladakh,2018,1,Micromax,117,0.0133197
Ladakh,2018,1,Others,682,0.0776412
Ladakh,2018,2,Xiaomi,3442,0.26645
Ladakh,2018,2,Samsung,2443,0.189116
Ladakh,2018,2,Vivo,2394,0.185323
Ladakh,2018,2,Oppo,1754,0.13578
Ladakh,2018,2,Realme,606,0.0469113
Ladakh,2018,2,Apple,358,0.0277133
Ladakh,2018,2,OnePlus,320,0.0247716
Ladakh,2018,2,Motorola,265,0.020514
Ladakh,2018,2,Lenovo,206,0.0159467
Ladakh,2018,2,Micromax,188,0.0145533
Ladakh,2018,2,Others,942,0.0729215
Ladakh,2018,3,Xiaomi,4906,0.27641
Ladakh,2018,3,Vivo,3378,0.190321
Ladakh,2018,3,Samsung,3360,0.189306
Ladakh,2018,3,Oppo,2448,0.137923
Ladakh,2018,3,Realme,819,0.0461434
Ladakh,2018,3,Apple,457,0.0257479
Ladakh,2018,3,OnePlus,440,0.0247901
Ladakh,2018,3,Motorola,364,0.0205082
Ladakh,2018,3,Lenovo,240,0.0135219
Ladakh,2018,3,Huawei,200,0.0112682
Ladakh,2018,3,Others,1137,0.06406
Ladakh,2018,4,Xiaomi,6734,0.281958
Ladakh,2018,4,Vivo,4711,0.197253
Ladakh,2018,4,Samsung,4481,0.187623
Ladakh,2018,4,Oppo,3307,0.138467
Ladakh,2018,4,Realme,1087,0.0455135
Ladakh,2018,4,Apple,591,0.0247456
Ladakh,2018,4,OnePlus,555,0.0232383
Ladakh,2018,4,Motorola,486,0.0203492
Ladakh,2018,4,Lenovo,349,0.0146129
Ladakh,2018,4,Huawei,278,0.0116401
Ladakh,2018,4,Others,1304,0.0545995
Ladakh,2019,1,Xiaomi,8452,0.285069
Ladakh,2019,1,Vivo,5967,0.201255
Ladakh,2019,1,Samsung,5464,0.18429
Ladakh,2019,1,Oppo,4167,0.140544
Ladakh,2019,1,Realme,1345,0.0453641
Ladakh,2019,1,Apple,703,0.0237107
Ladakh,2019,1,OnePlus,669,0.022564
Ladakh,2019,1,Motorola,564,0.0190226
Ladakh,2019,1,Lenovo,380,0.0128166
Ladakh,2019,1,Huawei,375,0.012648
Ladakh,2019,1,Others,1563,0.0527168
Ladakh,2019,2,Xiaomi,10276,0.289334
Ladakh,2019,2,Vivo,7098,0.199854
Ladakh,2019,2,Samsung,6545,0.184283
Ladakh,2019,2,Oppo,5008,0.141007
Ladakh,2019,2,Realme,1573,0.0442899
Ladakh,2019,2,Apple,862,0.0242708
Ladakh,2019,2,OnePlus,777,0.0218775
Ladakh,2019,2,Motorola,658,0.0185269
Ladakh,2019,2,Lenovo,465,0.0130927
Ladakh,2019,2,Huawei,458,0.0128956
Ladakh,2019,2,Others,1796,0.0505688
Ladakh,2019,3,Xiaomi,11485,0.293187
Ladakh,2019,3,Vivo,7940,0.202691
Ladakh,2019,3,Samsung,7048,0.17992
Ladakh,2019,3,Oppo,5503,0.140479
Ladakh,2019,3,Realme,1760,0.0449289
Ladakh,2019,3,Apple,953,0.024328
Ladakh,2019,3,OnePlus,884,0.0225666
Ladakh,2019,3,Motorola,683,0.0174355
Ladakh,2019,3,Huawei,560,0.0142956
Ladakh,2019,3,Lenovo,442,0.0112833
Ladakh,2019,3,Others,1915,0.0488857
Ladakh,2019,4,Xiaomi,12590,0.292057
Ladakh,2019,4,Vivo,8910,0.20669
Ladakh,2019,4,Samsung,7684,0.17825
Ladakh,2019,4,Oppo,6141,0.142456
Ladakh,2019,4,Realme,2003,0.0464647
Ladakh,2019,4,Apple,1058,0.024543
Ladakh,2019,4,OnePlus,954,0.0221305
Ladakh,2019,4,Motorola,752,0.0174446
Ladakh,2019,4,Huawei,607,0.0140809
Ladakh,2019,4,Lenovo,433,0.0100445
Ladakh,2019,4,Others,1976,0.0458384
Ladakh,2020,1,Xiaomi,13890,0.290647
Ladakh,2020,1,Vivo,10052,0.210337
Ladakh,2020,1,Samsung,8475,0.177338
Ladakh,2020,1,Oppo,6916,0.144716
Ladakh,2020,1,Realme,2292,0.0479598
Ladakh,2020,1,Apple,1130,0.0236451
Ladakh,2020,1,OnePlus,1058,0.0221385
Ladakh,2020,1,Motorola,787,0.0164679
Ladakh,2020,1,Huawei,703,0.0147102
Ladakh,2020,1,Lenovo,453,0.00947897
Ladakh,2020,1,Others,2034,0.0425612
Ladakh,2020,2,Xiaomi,15512,0.292492
Ladakh,2020,2,Vivo,11201,0.211204
Ladakh,2020,2,Samsung,9371,0.176698
Ladakh,2020,2,Oppo,7736,0.145869
Ladakh,2020,2,Realme,2628,0.0495531
Ladakh,2020,2,Apple,1234,0.0232681
Ladakh,2020,2,OnePlus,1131,0.0213259
Ladakh,2020,2,Motorola,828,0.0156126
Ladakh,2020,2,Huawei,786,0.0148207
Ladakh,2020,2,Lenovo,461,0.00869254
Ladakh,2020,2,Others,2146,0.0404646
Ladakh,2020,3,Xiaomi,17122,0.29318
Ladakh,2020,3,Vivo,12388,0.21212
Ladakh,2020,3,Samsung,10309,0.176521
Ladakh,2020,3,Oppo,8583,0.146967
Ladakh,2020,3,Realme,3003,0.0514204
Ladakh,2020,3,Apple,1338,0.0229106
Ladakh,2020,3,OnePlus,1228,0.021027
Ladakh,2020,3,Motorola,865,0.0148114
Ladakh,2020,3,Huawei,851,0.0145717
Ladakh,2020,3,Lenovo,500,0.0085615
Ladakh,2020,3,Others,2214,0.0379103
Ladakh,2020,4,Xiaomi,18866,0.290904
Ladakh,2020,4,Vivo,13750,0.212018
Ladakh,2020,4,Samsung,11484,0.177077
Ladakh,2020,4,Oppo,9683,0.149307
Ladakh,2020,4,Realme,3480,0.0536598
Ladakh,2020,4,Apple,1484,0.0228825
Ladakh,2020,4,OnePlus,1397,0.021541
Ladakh,2020,4,Huawei,924,0.0142476
Ladakh,2020,4,Motorola,912,0.0140626
Ladakh,2020,4,Lenovo,524,0.00807981
Ladakh,2020,4,Others,2349,0.0362204
Ladakh,2021,1,Xiaomi,20199,0.288891
Ladakh,2021,1,Vivo,15183,0.217151
Ladakh,2021,1,Samsung,12232,0.174945
Ladakh,2021,1,Oppo,10382,0.148486
Ladakh,2021,1,Realme,3940,0.0563509
Ladakh,2021,1,Apple,1613,0.0230696
Ladakh,2021,1,OnePlus,1531,0.0218968
Ladakh,2021,1,Huawei,941,0.0134584
Ladakh,2021,1,Motorola,924,0.0132153
Ladakh,2021,1,Lenovo,520,0.00743718
Ladakh,2021,1,Others,2454,0.0350978
Ladakh,2021,2,Xiaomi,21227,0.282846
Ladakh,2021,2,Vivo,16463,0.219366
Ladakh,2021,2,Samsung,13134,0.175008
Ladakh,2021,2,Oppo,11029,0.146959
Ladakh,2021,2,Realme,4715,0.0628265
Ladakh,2021,2,Apple,1823,0.0242911
Ladakh,2021,2,OnePlus,1741,0.0231985
Ladakh,2021,2,Motorola,922,0.0122855
Ladakh,2021,2,Huawei,894,0.0119124
Ladakh,2021,2,Lenovo,490,0.00652915
Ladakh,2021,2,Others,2610,0.0347777
Ladakh,2021,3,Xiaomi,22384,0.275631
Ladakh,2021,3,Vivo,18124,0.223174
Ladakh,2021,3,Samsung,13661,0.168218
Ladakh,2021,3,Oppo,12095,0.148935
Ladakh,2021,3,Realme,5579,0.0686984
Ladakh,2021,3,OnePlus,2176,0.0267947
Ladakh,2021,3,Apple,2004,0.0246768
Ladakh,2021,3,Huawei,1013,0.0124738
Ladakh,2021,3,Motorola,910,0.0112055
Ladakh,2021,3,Lenovo,476,0.00586135
Ladakh,2021,3,Others,2788,0.0343307
Ladakh,2021,4,Xiaomi,23462,0.269502
Ladakh,2021,4,Vivo,19473,0.223681
Ladakh,2021,4,Samsung,14073,0.161653
Ladakh,2021,4,Oppo,12900,0.148179
Ladakh,2021,4,Realme,6879,0.0790172
Ladakh,2021,4,OnePlus,2678,0.0307615
Ladakh,2021,4,Apple,2358,0.0270857
Ladakh,2021,4,Huawei,958,0.0110043
Ladakh,2021,4,Motorola,912,0.0104759
Ladakh,2021,4,Lenovo,449,0.00515754
Ladakh,2021,4,Others,2915,0.0334838
Ladakh,2022,1,Xiaomi,24460,0.264455
Ladakh,2022,1,Vivo,20679,0.223576
Ladakh,2022,1,Samsung,14554,0.157354
Ladakh,2022,1,Oppo,13813,0.149343
Ladakh,2022,1,Realme,7852,0.0848938
Ladakh,2022,1,OnePlus,2984,0.0322623
Ladakh,2022,1,Apple,2655,0.0287052
Ladakh,2022,1,Huawei,996,0.0107685
Ladakh,2022,1,Motorola,921,0.00995762
Ladakh,2022,1,Lenovo,502,0.0054275
Ladakh,2022,1,Others,3076,0.0332569
Lakshadweep,2018,1,Samsung,102,0.203593
Lakshadweep,2018,1,Xiaomi,100,0.199601
Lakshadweep,2018,1,Vivo,67,0.133733
Lakshadweep,2018,1,Oppo,56,0.111776
Lakshadweep,2018,1,Huawei,25,0.0499002
Lakshadweep,2018,1,OnePlus,22,0.0439122
Lakshadweep,2018,1,Apple,20,0.0399202
Lakshadweep,2018,1,Realme,20,0.0399202
Lakshadweep,2018,1,Gionee,12,0.0239521
Lakshadweep,2018,1,COOLPAD,10,0.0199601
Lakshadweep,2018,1,Others,67,0.133733
Lakshadweep,2018,2,Xiaomi,147,0.214286
Lakshadweep,2018,2,Samsung,128,0.186589
Lakshadweep,2018,2,Vivo,97,0.141399
Lakshadweep,2018,2,Oppo,87,0.126822
Lakshadweep,2018,2,Apple,35,0.0510204
Lakshadweep,2018,2,Huawei,31,0.0451895
Lakshadweep,2018,2,OnePlus,29,0.0422741
Lakshadweep,2018,2,Realme,24,0.0349854
Lakshadweep,2018,2,Lenovo,16,0.0233236
Lakshadweep,2018,2,Gionee,15,0.0218659
Lakshadweep,2018,2,Others,77,0.112245
Lakshadweep,2018,3,Xiaomi,195,0.212418
Lakshadweep,2018,3,Samsung,166,0.180828
Lakshadweep,2018,3,Vivo,134,0.145969
Lakshadweep,2018,3,Oppo,121,0.131808
Lakshadweep,2018,3,Apple,46,0.0501089
Lakshadweep,2018,3,Huawei,44,0.0479303
Lakshadweep,2018,3,OnePlus,40,0.043573
Lakshadweep,2018,3,Realme,35,0.0381264
Lakshadweep,2018,3,Lenovo,18,0.0196078
Lakshadweep,2018,3,Gionee,16,0.0174292
Lakshadweep,2018,3,Others,103,0.1122
Lakshadweep,2018,4,Xiaomi,245,0.211938
Lakshadweep,2018,4,Samsung,198,0.17128
Lakshadweep,2018,4,Vivo,190,0.16436
Lakshadweep,2018,4,Oppo,153,0.132353
Lakshadweep,2018,4,Huawei,62,0.0536332
Lakshadweep,2018,4,Realme,55,0.0475779
Lakshadweep,2018,4,Apple,51,0.0441176
Lakshadweep,2018,4,OnePlus,47,0.0406574
Lakshadweep,2018,4,Lenovo,24,0.0207612
Lakshadweep,2018,4,Motorola,18,0.0155709
Lakshadweep,2018,4,Others,113,0.0977509
Lakshadweep,2019,1,Xiaomi,298,0.210452
Lakshadweep,2019,1,Vivo,240,0.169492
Lakshadweep,2019,1,Samsung,231,0.163136
Lakshadweep,2019,1,Oppo,198,0.139831
Lakshadweep,2019,1,Huawei,97,0.0685028
Lakshadweep,2019,1,Realme,67,0.0473164
Lakshadweep,2019,1,Apple,55,0.0388418
Lakshadweep,2019,1,OnePlus,52,0.0367232
Lakshadweep,2019,1,Lenovo,31,0.0218927
Lakshadweep,2019,1,Motorola,24,0.0169492
Lakshadweep,2019,1,Others,123,0.0868644
Lakshadweep,2019,2,Xiaomi,377,0.215799
Lakshadweep,2019,2,Vivo,309,0.176875
Lakshadweep,2019,2,Samsung,277,0.158558
Lakshadweep,2019,2,Oppo,246,0.140813
Lakshadweep,2019,2,Huawei,132,0.0755581
Lakshadweep,2019,2,Realme,86,0.0492272
Lakshadweep,2019,2,OnePlus,58,0.0331998
Lakshadweep,2019,2,Apple,57,0.0326274
Lakshadweep,2019,2,Lenovo,36,0.0206068
Lakshadweep,2019,2,Motorola,32,0.0183171
Lakshadweep,2019,2,Others,137,0.0784201
Lakshadweep,2019,3,Xiaomi,442,0.208786
Lakshadweep,2019,3,Vivo,378,0.178555
Lakshadweep,2019,3,Samsung,343,0.162022
Lakshadweep,2019,3,Oppo,331,0.156353
Lakshadweep,2019,3,Huawei,174,0.0821918
Lakshadweep,2019,3,Realme,103,0.0486538
Lakshadweep,2019,3,Apple,68,0.0321209
Lakshadweep,2019,3,OnePlus,64,0.0302315
Lakshadweep,2019,3,Motorola,36,0.0170052
Lakshadweep,2019,3,Lenovo,33,0.0155881
Lakshadweep,2019,3,Others,145,0.0684932
Lakshadweep,2019,4,Xiaomi,496,0.204368
Lakshadweep,2019,4,Vivo,462,0.190358
Lakshadweep,2019,4,Samsung,394,0.16234
Lakshadweep,2019,4,Oppo,371,0.152864
Lakshadweep,2019,4,Huawei,202,0.0832303
Lakshadweep,2019,4,Realme,124,0.0510919
Lakshadweep,2019,4,Apple,72,0.0296663
Lakshadweep,2019,4,OnePlus,70,0.0288422
Lakshadweep,2019,4,Motorola,37,0.0152452
Lakshadweep,2019,4,Lenovo,35,0.0144211
Lakshadweep,2019,4,Others,164,0.0675731
Lakshadweep,2020,1,Xiaomi,560,0.20202
Lakshadweep,2020,1,Vivo,548,0.197691
Lakshadweep,2020,1,Samsung,431,0.155483
Lakshadweep,2020,1,Oppo,426,0.15368
Lakshadweep,2020,1,Huawei,237,0.0854978
Lakshadweep,2020,1,Realme,152,0.0548341
Lakshadweep,2020,1,Apple,81,0.0292208
Lakshadweep,2020,1,OnePlus,77,0.0277778
Lakshadweep,2020,1,Lenovo,47,0.0169553
Lakshadweep,2020,1,Motorola,38,0.0137085
Lakshadweep,2020,1,Others,175,0.0631313
Lakshadweep,2020,2,Vivo,654,0.205209
Lakshadweep,2020,2,Xiaomi,654,0.205209
Lakshadweep,2020,2,Samsung,495,0.155318
Lakshadweep,2020,2,Oppo,489,0.153436
Lakshadweep,2020,2,Huawei,266,0.0834641
Lakshadweep,2020,2,Realme,195,0.0611861
Lakshadweep,2020,2,Apple,85,0.0266709
Lakshadweep,2020,2,OnePlus,81,0.0254158
Lakshadweep,2020,2,Lenovo,44,0.0138061
Lakshadweep,2020,2,Motorola,41,0.0128648
Lakshadweep,2020,2,Others,183,0.0574208
Lakshadweep,2020,3,Vivo,784,0.215148
Lakshadweep,2020,3,Xiaomi,736,0.201976
Lakshadweep,2020,3,Oppo,567,0.155598
Lakshadweep,2020,3,Samsung,550,0.150933
Lakshadweep,2020,3,Huawei,302,0.082876
Lakshadweep,2020,3,Realme,222,0.0609221
Lakshadweep,2020,3,Apple,91,0.0249726
Lakshadweep,2020,3,OnePlus,87,0.0238749
Lakshadweep,2020,3,Lenovo,50,0.0137212
Lakshadweep,2020,3,Motorola,44,0.0120746
Lakshadweep,2020,3,Others,211,0.0579034
Lakshadweep,2020,4,Vivo,934,0.223498
Lakshadweep,2020,4,Xiaomi,838,0.200526
Lakshadweep,2020,4,Oppo,639,0.152907
Lakshadweep,2020,4,Samsung,635,0.15195
Lakshadweep,2020,4,Huawei,346,0.0827949
Lakshadweep,2020,4,Realme,272,0.0650873
Lakshadweep,2020,4,Apple,101,0.0241685
Lakshadweep,2020,4,OnePlus,97,0.0232113
Lakshadweep,2020,4,Lenovo,52,0.0124432
Lakshadweep,2020,4,Motorola,47,0.0112467
Lakshadweep,2020,4,Others,218,0.0521656
Lakshadweep,2021,1,Vivo,1032,0.225475
Lakshadweep,2021,1,Xiaomi,921,0.201224
Lakshadweep,2021,1,Oppo,720,0.157308
Lakshadweep,2021,1,Samsung,693,0.151409
Lakshadweep,2021,1,Huawei,371,0.0810575
Lakshadweep,2021,1,Realme,302,0.0659821
Lakshadweep,2021,1,Apple,106,0.0231593
Lakshadweep,2021,1,OnePlus,103,0.0225038
Lakshadweep,2021,1,Lenovo,54,0.0117981
Lakshadweep,2021,1,Motorola,46,0.0100503
Lakshadweep,2021,1,Others,229,0.0500328
Lakshadweep,2021,2,Vivo,1118,0.22835
Lakshadweep,2021,2,Xiaomi,970,0.198121
Lakshadweep,2021,2,Oppo,771,0.157475
Lakshadweep,2021,2,Samsung,717,0.146446
Lakshadweep,2021,2,Huawei,379,0.0774101
Lakshadweep,2021,2,Realme,350,0.0714869
Lakshadweep,2021,2,Apple,121,0.0247141
Lakshadweep,2021,2,OnePlus,118,0.0241013
Lakshadweep,2021,2,Lenovo,60,0.0122549
Lakshadweep,2021,2,Motorola,42,0.00857843
Lakshadweep,2021,2,Others,250,0.0510621
Lakshadweep,2021,3,Vivo,1234,0.233403
Lakshadweep,2021,3,Xiaomi,1046,0.197844
Lakshadweep,2021,3,Oppo,816,0.154341
Lakshadweep,2021,3,Samsung,774,0.146397
Lakshadweep,2021,3,Realme,413,0.0781161
Lakshadweep,2021,3,Huawei,398,0.075279
Lakshadweep,2021,3,Apple,134,0.0253452
Lakshadweep,2021,3,OnePlus,132,0.0249669
Lakshadweep,2021,3,Lenovo,55,0.0104029
Lakshadweep,2021,3,Motorola,46,0.00870059
Lakshadweep,2021,3,Others,239,0.0452052
Lakshadweep,2021,4,Vivo,1354,0.240156
Lakshadweep,2021,4,Xiaomi,1146,0.203264
Lakshadweep,2021,4,Oppo,899,0.159454
Lakshadweep,2021,4,Samsung,776,0.137637
Lakshadweep,2021,4,Realme,448,0.0794608
Lakshadweep,2021,4,Huawei,396,0.0702377
Lakshadweep,2021,4,Apple,151,0.0267825
Lakshadweep,2021,4,OnePlus,143,0.0253636
Lakshadweep,2021,4,Motorola,46,0.00815892
Lakshadweep,2021,4,Lenovo,45,0.00798155
Lakshadweep,2021,4,Others,234,0.0415041
Lakshadweep,2022,1,Vivo,1441,0.240568
Lakshadweep,2022,1,Xiaomi,1203,0.200835
Lakshadweep,2022,1,Oppo,956,0.159599
Lakshadweep,2022,1,Samsung,804,0.134224
Lakshadweep,2022,1,Realme,507,0.0846411
Lakshadweep,2022,1,Huawei,397,0.0662771
Lakshadweep,2022,1,Apple,176,0.0293823
Lakshadweep,2022,1,OnePlus,160,0.0267112
Lakshadweep,2022,1,Lenovo,50,0.00834725
Lakshadweep,2022,1,Motorola,49,0.0081803
Lakshadweep,2022,1,Others,247,0.0412354
Madhya Pradesh,2018,1,Xiaomi,652241,0.25542
Madhya Pradesh,2018,1,Samsung,490595,0.192119
Madhya Pradesh,2018,1,Vivo,380809,0.149126
Madhya Pradesh,2018,1,Oppo,256901,0.100603
Madhya Pradesh,2018,1,Realme,146657,0.0574314
Madhya Pradesh,2018,1,Motorola,66919,0.0262057
Madhya Pradesh,2018,1,Micromax,59025,0.0231144
Madhya Pradesh,2018,1,Apple,57650,0.0225759
Madhya Pradesh,2018,1,OnePlus,55940,0.0219063
Madhya Pradesh,2018,1,Lenovo,51523,0.0201766
Madhya Pradesh,2018,1,Others,335343,0.131322
Madhya Pradesh,2018,2,Xiaomi,890108,0.258627
Madhya Pradesh,2018,2,Samsung,654270,0.190103
Madhya Pradesh,2018,2,Vivo,531042,0.154298
Madhya Pradesh,2018,2,Oppo,352090,0.102302
Madhya Pradesh,2018,2,Realme,192521,0.0559384
Madhya Pradesh,2018,2,Motorola,85306,0.0247863
Madhya Pradesh,2018,2,Micromax,82296,0.0239117
Madhya Pradesh,2018,2,Apple,72862,0.0211706
Madhya Pradesh,2018,2,OnePlus,68143,0.0197994
Madhya Pradesh,2018,2,Lenovo,65308,0.0189757
Madhya Pradesh,2018,2,Others,447716,0.130087
Madhya Pradesh,2018,3,Xiaomi,1132909,0.262898
Madhya Pradesh,2018,3,Samsung,816822,0.189548
Madhya Pradesh,2018,3,Vivo,697677,0.1619
Madhya Pradesh,2018,3,Oppo,452478,0.105
Madhya Pradesh,2018,3,Realme,239549,0.0555887
Madhya Pradesh,2018,3,Motorola,99876,0.0231768
Madhya Pradesh,2018,3,Micromax,90871,0.0210871
Madhya Pradesh,2018,3,Apple,84853,0.0196906
Madhya Pradesh,2018,3,OnePlus,79210,0.0183811
Madhya Pradesh,2018,3,Lenovo,71683,0.0166345
Madhya Pradesh,2018,3,Others,543381,0.126095
Madhya Pradesh,2018,4,Xiaomi,1416415,0.263988
Madhya Pradesh,2018,4,Samsung,1015220,0.189215
Madhya Pradesh,2018,4,Vivo,905510,0.168767
Madhya Pradesh,2018,4,Oppo,579831,0.108068
Madhya Pradesh,2018,4,Realme,294612,0.0549092
Madhya Pradesh,2018,4,Motorola,117954,0.021984
Madhya Pradesh,2018,4,Micromax,103324,0.0192573
Madhya Pradesh,2018,4,Apple,100071,0.018651
Madhya Pradesh,2018,4,OnePlus,90958,0.0169526
Madhya Pradesh,2018,4,Lenovo,84373,0.0157253
Madhya Pradesh,2018,4,Others,657174,0.122483
Madhya Pradesh,2019,1,Xiaomi,1692888,0.26392
Madhya Pradesh,2019,1,Samsung,1214286,0.189306
Madhya Pradesh,2019,1,Vivo,1118407,0.174359
Madhya Pradesh,2019,1,Oppo,713079,0.111168
Madhya Pradesh,2019,1,Realme,347539,0.054181
Madhya Pradesh,2019,1,Motorola,132833,0.0207086
Madhya Pradesh,2019,1,Micromax,115580,0.0180188
Madhya Pradesh,2019,1,Apple,114562,0.0178601
Madhya Pradesh,2019,1,OnePlus,102145,0.0159243
Madhya Pradesh,2019,1,Lenovo,94449,0.0147245
Madhya Pradesh,2019,1,Others,768635,0.11983
Madhya Pradesh,2019,2,Xiaomi,1936039,0.265168
Madhya Pradesh,2019,2,Samsung,1385430,0.189754
Madhya Pradesh,2019,2,Vivo,1303162,0.178487
Madhya Pradesh,2019,2,Oppo,827579,0.113349
Madhya Pradesh,2019,2,Realme,396497,0.0543059
Madhya Pradesh,2019,2,Motorola,145364,0.0199097
Madhya Pradesh,2019,2,Apple,127711,0.0174918
Madhya Pradesh,2019,2,Micromax,120323,0.01648
Madhya Pradesh,2019,2,OnePlus,111156,0.0152244
Madhya Pradesh,2019,2,Lenovo,103102,0.0141213
Madhya Pradesh,2019,2,Others,844809,0.115709
Madhya Pradesh,2019,3,Xiaomi,2182732,0.266816
Madhya Pradesh,2019,3,Samsung,1532795,0.187368
Madhya Pradesh,2019,3,Vivo,1494051,0.182632
Madhya Pradesh,2019,3,Oppo,939484,0.114842
Madhya Pradesh,2019,3,Realme,456103,0.0557538
Madhya Pradesh,2019,3,Motorola,154465,0.0188817
Madhya Pradesh,2019,3,Apple,139917,0.0171034
Madhya Pradesh,2019,3,Micromax,129516,0.015832
Madhya Pradesh,2019,3,OnePlus,120190,0.014692
Madhya Pradesh,2019,3,Huawei,113980,0.0139329
Madhya Pradesh,2019,3,Others,917431,0.112146
Madhya Pradesh,2019,4,Xiaomi,2450683,0.267389
Madhya Pradesh,2019,4,Vivo,1711918,0.186784
Madhya Pradesh,2019,4,Samsung,1704518,0.185976
Madhya Pradesh,2019,4,Oppo,1069906,0.116735
Madhya Pradesh,2019,4,Realme,529253,0.0577457
Madhya Pradesh,2019,4,Motorola,165303,0.0180359
Madhya Pradesh,2019,4,Apple,150743,0.0164472
Madhya Pradesh,2019,4,Micromax,136341,0.0148759
Madhya Pradesh,2019,4,OnePlus,127622,0.0139246
Madhya Pradesh,2019,4,Huawei,125734,0.0137186
Madhya Pradesh,2019,4,Others,993220,0.108368
Madhya Pradesh,2020,1,Xiaomi,2697286,0.265707
Madhya Pradesh,2020,1,Vivo,1956817,0.192764
Madhya Pradesh,2020,1,Samsung,1873824,0.184588
Madhya Pradesh,2020,1,Oppo,1206327,0.118834
Madhya Pradesh,2020,1,Realme,607456,0.0598398
Madhya Pradesh,2020,1,Motorola,174003,0.0171408
Madhya Pradesh,2020,1,Apple,160868,0.0158469
Madhya Pradesh,2020,1,Huawei,136299,0.0134267
Madhya Pradesh,2020,1,Micromax,135703,0.0133679
Madhya Pradesh,2020,1,OnePlus,133926,0.0131929
Madhya Pradesh,2020,1,Others,1068862,0.105292
Madhya Pradesh,2020,2,Xiaomi,3003291,0.264039
Madhya Pradesh,2020,2,Vivo,2247524,0.197595
Madhya Pradesh,2020,2,Samsung,2084294,0.183244
Madhya Pradesh,2020,2,Oppo,1376782,0.121042
Madhya Pradesh,2020,2,Realme,693404,0.0609617
Madhya Pradesh,2020,2,Motorola,185349,0.0162952
Madhya Pradesh,2020,2,Apple,170312,0.0149732
Madhya Pradesh,2020,2,Micromax,147344,0.012954
Madhya Pradesh,2020,2,Huawei,147224,0.0129434
Madhya Pradesh,2020,2,OnePlus,139482,0.0122628
Madhya Pradesh,2020,2,Others,1179417,0.10369
Madhya Pradesh,2020,3,Xiaomi,3292397,0.262045
Madhya Pradesh,2020,3,Vivo,2556833,0.203501
Madhya Pradesh,2020,3,Samsung,2278237,0.181327
Madhya Pradesh,2020,3,Oppo,1539499,0.12253
Madhya Pradesh,2020,3,Realme,799089,0.0636003
Madhya Pradesh,2020,3,Motorola,196221,0.0156174
Madhya Pradesh,2020,3,Apple,181092,0.0144133
Madhya Pradesh,2020,3,Huawei,157340,0.0125229
Madhya Pradesh,2020,3,Micromax,157127,0.0125059
Madhya Pradesh,2020,3,OnePlus,146328,0.0116464
Madhya Pradesh,2020,3,Others,1260061,0.10029
Madhya Pradesh,2020,4,Xiaomi,3563397,0.259384
Madhya Pradesh,2020,4,Vivo,2853943,0.207742
Madhya Pradesh,2020,4,Samsung,2466332,0.179527
Madhya Pradesh,2020,4,Oppo,1703093,0.12397
Madhya Pradesh,2020,4,Realme,905866,0.065939
Madhya Pradesh,2020,4,Motorola,206156,0.0150063
Madhya Pradesh,2020,4,Apple,195195,0.0142085
Madhya Pradesh,2020,4,Huawei,166594,0.0121266
Madhya Pradesh,2020,4,Micromax,164239,0.0119551
Madhya Pradesh,2020,4,Tecno,157894,0.0114933
Madhya Pradesh,2020,4,Others,1355238,0.0986492
Madhya Pradesh,2021,1,Xiaomi,3826173,0.257838
Madhya Pradesh,2021,1,Vivo,3171754,0.213738
Madhya Pradesh,2021,1,Samsung,2620433,0.176586
Madhya Pradesh,2021,1,Oppo,1846729,0.124447
Madhya Pradesh,2021,1,Realme,1015817,0.0684539
Madhya Pradesh,2021,1,Motorola,211488,0.0142518
Madhya Pradesh,2021,1,Apple,210736,0.0142011
Madhya Pradesh,2021,1,Tecno,184784,0.0124522
Madhya Pradesh,2021,1,Huawei,173653,0.0117021
Madhya Pradesh,2021,1,Micromax,165359,0.0111432
Madhya Pradesh,2021,1,Others,1412501,0.0951857
Madhya Pradesh,2021,2,Xiaomi,4052668,0.25423
Madhya Pradesh,2021,2,Vivo,3483187,0.218506
Madhya Pradesh,2021,2,Samsung,2757784,0.173
Madhya Pradesh,2021,2,Oppo,2001363,0.125549
Madhya Pradesh,2021,2,Realme,1196164,0.0750373
Madhya Pradesh,2021,2,Tecno,240188,0.0150674
Madhya Pradesh,2021,2,Apple,228017,0.0143039
Madhya Pradesh,2021,2,Motorola,210526,0.0132066
Madhya Pradesh,2021,2,OnePlus,182565,0.0114526
Madhya Pradesh,2021,2,Huawei,171485,0.0107575
Madhya Pradesh,2021,2,Others,1416988,0.0888899
Madhya Pradesh,2021,3,Xiaomi,4290362,0.249291
